emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_no,dept_name
490124,Elgin,Bala,10/27/1964,11/10/1989,1/1/9999,Senior Staff,d009,Customer Service
490170,Hatsukazu,Peac,1/25/1964,9/19/1990,1/1/9999,Assistant Engineer,d005,Development
490187,Masaru,Lubachevsky,7/8/1964,8/18/1985,1/1/9999,Senior Staff,d007,Sales
490196,Idoia,Bellmore,12/2/1964,7/22/1998,1/1/9999,Staff,d003,Human Resources
490230,Shim,Picel,7/15/1964,8/13/1988,1/1/9999,Assistant Engineer,d004,Production
490247,Murthy,Pleszkun,3/17/1964,1/19/1998,1/1/9999,Staff,d001,Marketing
490259,Hidefumi,Bottner,6/25/1964,8/29/1993,1/1/9999,Senior Engineer,d004,Production
490283,Jaideep,Shinomoto,4/7/1964,1/14/1989,1/1/9999,Senior Engineer,d005,Development
490284,Mang,Emmart,11/21/1964,8/7/1986,1/1/9999,Senior Staff,d007,Sales
490300,Filipp,Nivat,10/23/1964,4/1/1998,1/1/9999,Technique Leader,d004,Production
490304,Kiam,Angel,6/18/1964,9/22/1995,1/1/9999,Engineer,d005,Development
490306,Selwyn,Menhoudj,3/9/1964,2/21/1987,1/1/9999,Senior Staff,d003,Human Resources
490328,Almudena,Seghrouchni,7/17/1964,9/28/1997,1/1/9999,Engineer,d005,Development
490427,Teruyuki,Riefers,10/15/1964,1/3/1995,1/1/9999,Senior Staff,d009,Customer Service
490463,Yuping,Coorg,8/10/1964,12/22/1991,1/1/9999,Engineer,d004,Production
490473,Kasturi,Wuwongse,11/12/1964,11/13/1997,1/1/9999,Staff,d007,Sales
490480,Mingsen,Wynblatt,6/21/1964,10/23/1998,1/1/9999,Staff,d009,Customer Service
490498,Kwok,Pokrovskii,11/29/1964,12/12/1985,1/1/9999,Engineer,d004,Production
490576,Honesty,Kaiserswerth,6/29/1964,8/13/1997,1/1/9999,Staff,d001,Marketing
490585,Yucel,Rassart,10/15/1964,7/18/1992,1/1/9999,Technique Leader,d004,Production
490596,Waiman,Ghelli,12/25/1964,6/4/1997,1/1/9999,Senior Staff,d001,Marketing
490628,Along,Picht,9/8/1964,8/26/1992,1/1/9999,Senior Staff,d003,Human Resources
490638,Murthy,Frezza,9/24/1964,4/19/1989,1/1/9999,Engineer,d005,Development
490675,Murthy,Famili,6/13/1964,10/7/1996,1/1/9999,Staff,d007,Sales
490681,Nathalie,Marciano,5/7/1964,1/21/1991,1/1/9999,Senior Staff,d007,Sales
490694,Saddek,Sethi,12/26/1964,10/24/1996,1/1/9999,Engineer,d004,Production
490699,Rosita,Kemmerer,10/29/1964,12/27/1997,1/1/9999,Engineer,d005,Development
490716,Sigeru,Biran,10/21/1964,5/27/1990,1/1/9999,Senior Engineer,d004,Production
490728,Kasidit,Zolotykh,7/4/1964,2/24/1993,1/1/9999,Senior Staff,d002,Finance
490736,Vasilis,Whittlesey,9/19/1964,11/3/1998,1/1/9999,Engineer,d005,Development
490738,Duri,Vakili,10/21/1964,10/2/1991,1/1/9999,Senior Staff,d007,Sales
490745,Suvo,Sambasivam,2/13/1964,4/23/1993,1/1/9999,Engineer,d004,Production
490747,Shahid,Irland,11/18/1964,11/18/1998,1/1/9999,Staff,d008,Research
490748,Vivian,Cappelletti,3/11/1964,12/27/1994,1/1/9999,Technique Leader,d004,Production
490778,Sham,Rosenbaum,10/17/1964,6/2/1996,1/1/9999,Engineer,d005,Development
490869,Lillian,Auyong,9/7/1964,2/4/1994,1/1/9999,Senior Engineer,d006,Quality Management
490872,Zdislav,Angelopoulos,12/17/1964,5/12/1988,1/1/9999,Engineer,d004,Production
490874,Rajmohan,Broder,6/24/1964,8/30/1986,1/1/9999,Senior Engineer,d004,Production
490910,Breannda,Penttonen,6/28/1964,9/29/1995,1/1/9999,Senior Engineer,d005,Development
490953,Luisa,Thiria,2/19/1964,6/20/1995,1/1/9999,Senior Engineer,d005,Development
490956,Gian,Zirintsis,4/28/1964,7/30/1997,1/1/9999,Staff,d007,Sales
490961,Zongyan,Beidas,1/3/1964,1/23/1995,1/1/9999,Senior Staff,d007,Sales
490974,Goetz,Jiang,3/19/1964,3/24/1993,1/1/9999,Engineer,d006,Quality Management
490984,Mohan,Gargeya,2/21/1964,11/11/1993,1/1/9999,Senior Staff,d009,Customer Service
491007,Shaibal,Benner,7/9/1964,6/26/1999,1/1/9999,Senior Staff,d007,Sales
491013,Hirochika,Vidal,5/27/1964,7/27/1998,1/1/9999,Engineer,d005,Development
491087,Jeong,Yoshizawa,12/11/1964,11/24/1992,1/1/9999,Assistant Engineer,d005,Development
491114,Maia,Uehara,12/14/1964,4/30/1985,1/1/9999,Senior Staff,d001,Marketing
491122,Kshitij,Seghrouchni,6/4/1964,11/18/1988,1/1/9999,Senior Staff,d007,Sales
491125,Feixiong,Vigier,5/7/1964,7/18/1995,1/1/9999,Senior Staff,d007,Sales
491138,Shahid,Waleschkowski,7/21/1964,3/6/2001,1/1/9999,Senior Engineer,d005,Development
491147,Tonia,Baig,2/17/1964,5/29/1993,1/1/9999,Senior Staff,d007,Sales
491170,Zhenhua,Armand,8/16/1964,7/17/1985,1/1/9999,Senior Staff,d008,Research
491191,Chiranjit,Biran,4/27/1964,5/22/1990,1/1/9999,Engineer,d006,Quality Management
491205,Ioana,Kuszyk,1/12/1964,5/7/2000,1/1/9999,Staff,d007,Sales
491214,Goo,Edelhoff,10/14/1964,3/14/1996,1/1/9999,Engineer,d005,Development
491228,Hilary,Bennet,12/14/1964,7/11/1990,1/1/9999,Senior Engineer,d005,Development
491265,Akhilish,Lenart,6/21/1964,1/21/1991,1/1/9999,Senior Staff,d002,Finance
491300,Nevin,Kamble,11/10/1964,3/2/1986,1/1/9999,Technique Leader,d005,Development
491320,Paloma,Andreotta,7/24/1964,7/21/1985,1/1/9999,Senior Staff,d008,Research
491327,Sibyl,Peck,12/7/1964,2/19/1998,1/1/9999,Engineer,d005,Development
491336,Tsz,Berztiss,6/24/1964,1/26/1997,1/1/9999,Staff,d007,Sales
491361,Leandro,Esteva,7/29/1964,1/12/1993,1/1/9999,Engineer,d005,Development
491366,Rafael,Lupu,6/1/1964,8/23/1991,1/1/9999,Senior Engineer,d005,Development
491416,Irene,Emiris,12/20/1964,5/5/1989,1/1/9999,Senior Engineer,d005,Development
491427,Joydip,Kieras,3/16/1964,6/25/1998,1/1/9999,Senior Engineer,d005,Development
491441,Lene,Beeson,12/8/1964,9/28/1989,1/1/9999,Senior Staff,d007,Sales
491447,Maja,Lampe,8/6/1964,2/24/1996,1/1/9999,Engineer,d004,Production
491469,Tuval,Jonsson,8/3/1964,3/5/1999,1/1/9999,Engineer,d008,Research
491481,Aiichiro,Liedekerke,12/3/1964,12/12/1990,1/1/9999,Engineer,d005,Development
491511,Zhenhua,Denti,9/15/1964,3/10/1999,1/1/9999,Assistant Engineer,d005,Development
491543,Badri,Kuzuoka,1/31/1964,7/4/1987,1/1/9999,Assistant Engineer,d005,Development
491565,Ramzi,Rosca,3/10/1964,8/21/1999,1/1/9999,Engineer,d005,Development
491567,Rildo,Heinisuo,6/29/1964,2/18/1993,1/1/9999,Engineer,d005,Development
491614,Chirstian,Marzano,9/27/1964,1/6/1994,1/1/9999,Senior Staff,d007,Sales
491639,Toney,Talmon,2/17/1964,5/3/1997,1/1/9999,Staff,d008,Research
491651,Turgut,Aumann,11/13/1964,3/12/1987,1/1/9999,Engineer,d005,Development
491663,Charmane,Luit,9/23/1964,10/22/1986,1/1/9999,Assistant Engineer,d006,Quality Management
491680,Jianhua,Gerlach,4/19/1964,2/14/1994,1/1/9999,Staff,d003,Human Resources
491688,Yuchang,Antonakopoulos,3/8/1964,5/22/1987,1/1/9999,Engineer,d004,Production
491699,Hauke,Uhrik,4/8/1964,11/14/1988,1/1/9999,Engineer,d005,Development
491705,Ramachenga,Gajiwala,1/17/1964,1/19/1991,1/1/9999,Senior Staff,d003,Human Resources
491713,Jaber,Saoudi,3/17/1964,3/21/1986,1/1/9999,Engineer,d004,Production
491731,Shai,Hennings,10/16/1964,11/27/1993,1/1/9999,Senior Staff,d001,Marketing
491761,Constantino,Cannard,3/5/1964,8/6/1987,1/1/9999,Senior Staff,d003,Human Resources
491762,Masamitsu,Mungall,9/17/1964,1/22/1986,1/1/9999,Engineer,d004,Production
491774,Wuxu,Zambonelli,9/4/1964,8/13/1994,1/1/9999,Assistant Engineer,d005,Development
491776,Kinh,Puppe,10/1/1964,6/13/1996,1/1/9999,Engineer,d005,Development
491777,Wayne,Uhrik,2/9/1964,7/12/1990,1/1/9999,Engineer,d004,Production
491791,Fumitake,Shrader,8/20/1964,2/11/1985,1/1/9999,Engineer,d005,Development
491804,Josyula,Swen,2/9/1964,11/29/1994,1/1/9999,Senior Engineer,d005,Development
491812,Alenka,Stroustrup,1/19/1964,7/23/1999,1/1/9999,Senior Staff,d003,Human Resources
491836,Hinrich,Mitchem,12/7/1964,12/20/1991,1/1/9999,Engineer,d005,Development
491841,Pramod,Imataki,1/17/1964,7/14/1997,1/1/9999,Staff,d009,Customer Service
491846,Basant,Merks,11/26/1964,7/23/1986,1/1/9999,Senior Staff,d007,Sales
491854,Georgy,Talmon,10/10/1964,1/1/1998,1/1/9999,Engineer,d005,Development
491883,Huican,Chenney,2/28/1964,2/7/1996,1/1/9999,Senior Staff,d007,Sales
491895,Subhrajyoti,Mikschl,2/6/1964,2/22/1986,1/1/9999,Senior Staff,d003,Human Resources
491916,Flemming,Makrucki,11/27/1964,8/12/1987,1/1/9999,Technique Leader,d005,Development
491932,Ibibia,Krupka,6/11/1964,10/20/1985,1/1/9999,Senior Staff,d007,Sales
491935,Matk,Krybus,2/18/1964,3/19/1995,1/1/9999,Senior Engineer,d004,Production
491973,Ronghao,Reistad,10/12/1964,10/29/1991,1/1/9999,Senior Staff,d003,Human Resources
492033,Stabislas,Diderrich,12/4/1964,8/16/1986,1/1/9999,Engineer,d004,Production
492073,Xiaoheng,Lienhardt,9/1/1964,10/22/1996,1/1/9999,Staff,d001,Marketing
492081,Chaosheng,Kaltofen,6/17/1964,3/23/1996,1/1/9999,Senior Staff,d007,Sales
492090,Mooi,Magalhaes,4/29/1964,9/10/1989,1/1/9999,Senior Staff,d002,Finance
492109,Giordano,Olivero,11/26/1964,10/18/1987,1/1/9999,Senior Staff,d009,Customer Service
492128,Tokuyasu,Scallan,3/21/1964,9/6/1996,1/1/9999,Engineer,d005,Development
492141,Anestis,Sridhar,11/21/1964,12/4/1988,1/1/9999,Senior Staff,d001,Marketing
492158,Cristinel,Schonegge,4/24/1964,9/17/1985,1/1/9999,Senior Staff,d002,Finance
492159,Huan,Rajcani,6/9/1964,10/22/1985,1/1/9999,Engineer,d005,Development
492174,Arve,Fiebach,7/12/1964,2/22/1988,1/1/9999,Senior Staff,d007,Sales
492175,Marke,Deyuan,11/22/1964,11/5/1998,1/1/9999,Senior Staff,d008,Research
492194,Zhonghui,Maierhofer,10/13/1964,9/26/1999,1/1/9999,Senior Staff,d003,Human Resources
492206,Irena,Muhlberg,7/15/1964,2/20/1986,1/1/9999,Engineer,d005,Development
492216,Yuguang,Anger,7/23/1964,8/31/1985,1/1/9999,Engineer,d004,Production
492220,Valter,Varley,7/21/1964,5/3/1987,1/1/9999,Engineer,d006,Quality Management
492229,Sachio,Pelz,2/26/1964,11/23/1995,1/1/9999,Engineer,d005,Development
492250,Mohua,Cooman,11/7/1964,7/9/1999,1/1/9999,Senior Staff,d009,Customer Service
492261,Kiam,Iacovou,10/7/1964,5/19/1998,1/1/9999,Staff,d002,Finance
492269,Nahid,Menhardt,11/12/1964,8/19/1985,1/1/9999,Senior Engineer,d005,Development
492288,Fumitake,Munro,10/18/1964,5/21/1990,1/1/9999,Senior Staff,d007,Sales
492310,Jiakeng,Segond,9/23/1964,10/25/1996,1/1/9999,Senior Staff,d007,Sales
492326,Barna,Yavatkar,3/11/1964,9/27/1988,1/1/9999,Assistant Engineer,d004,Production
492352,Claudi,Grospietsch,9/27/1964,12/15/1993,1/1/9999,Senior Staff,d003,Human Resources
492363,Jianhao,Bouloucos,9/17/1964,11/2/1994,1/1/9999,Engineer,d004,Production
492400,Kousuke,Cyne,6/9/1964,4/14/1996,1/1/9999,Senior Staff,d002,Finance
492405,Hironobu,Oehlmann,1/28/1964,2/25/1985,1/1/9999,Senior Staff,d008,Research
492422,Aemilian,Detkin,1/19/1964,1/29/1989,1/1/9999,Senior Engineer,d004,Production
492424,Lihong,Ferretti,11/27/1964,6/7/1989,1/1/9999,Senior Staff,d009,Customer Service
492434,Hitomi,Sinitsyn,6/24/1964,9/6/1989,1/1/9999,Senior Staff,d007,Sales
492441,Stafford,Fraisse,10/1/1964,7/7/1985,1/1/9999,Senior Staff,d001,Marketing
492452,Gully,Heping,7/1/1964,5/8/1988,1/1/9999,Senior Engineer,d005,Development
492460,Paddy,Stanfel,12/9/1964,11/1/1986,1/1/9999,Senior Staff,d007,Sales
492461,Chiranjit,Rahimi,4/27/1964,11/4/2000,1/1/9999,Staff,d009,Customer Service
492495,Moss,Binkley,1/18/1964,9/13/1985,1/1/9999,Engineer,d005,Development
492520,Gift,Attimonelli,5/24/1964,5/19/1989,1/1/9999,Technique Leader,d005,Development
492540,Tristan,Khalil,12/16/1964,8/3/1996,1/1/9999,Senior Staff,d002,Finance
492545,Miquel,Rouquie,2/6/1964,12/9/1986,1/1/9999,Engineer,d004,Production
492551,Pranay,Kleiser,3/14/1964,2/12/1987,1/1/9999,Senior Staff,d008,Research
492581,Goetz,DuBourdieux,3/10/1964,10/1/1993,1/1/9999,Engineer,d005,Development
492603,Jiafu,Solovay,4/17/1964,8/15/1985,1/1/9999,Engineer,d005,Development
492606,Junsik,Giaccio,9/4/1964,5/21/1986,1/1/9999,Senior Staff,d002,Finance
492635,Steen,Mansanne,1/14/1964,7/19/1991,1/1/9999,Senior Staff,d007,Sales
492668,Parto,Escriba,11/13/1964,9/6/1987,1/1/9999,Senior Staff,d001,Marketing
492719,Shaibal,Atrawala,8/17/1964,1/27/1999,1/1/9999,Engineer,d006,Quality Management
492721,Samphel,Perly,5/6/1964,2/18/1987,1/1/9999,Senior Staff,d007,Sales
492735,Jacopo,Reistad,8/12/1964,12/9/1996,1/1/9999,Senior Staff,d007,Sales
492748,Eishiro,Dulli,10/15/1964,1/10/1989,1/1/9999,Engineer,d006,Quality Management
492766,Thodoros,Murillo,4/7/1964,5/31/1988,1/1/9999,Senior Engineer,d004,Production
492789,Hein,Skafidas,12/1/1964,4/21/1997,1/1/9999,Senior Engineer,d008,Research
492791,Odoardo,Papadias,10/26/1964,2/2/1996,1/1/9999,Staff,d003,Human Resources
492796,Oscal,Gadepally,12/22/1964,11/9/1989,1/1/9999,Senior Staff,d002,Finance
492807,Shigenori,Cangellaris,9/18/1964,10/8/2000,1/1/9999,Senior Staff,d009,Customer Service
492830,Rosine,Bouloucos,5/13/1964,1/19/1991,1/1/9999,Senior Staff,d008,Research
492837,Tadanori,Ashish,6/2/1964,2/9/1996,1/1/9999,Senior Staff,d001,Marketing
492841,Takushi,Boudaillier,9/18/1964,6/25/1995,1/1/9999,Engineer,d005,Development
492846,Tayeb,Schneeberger,6/11/1964,9/27/1991,1/1/9999,Engineer,d005,Development
492861,Shen,Ermel,3/14/1964,9/10/1994,1/1/9999,Senior Staff,d007,Sales
492863,Arra,Cronan,3/29/1964,5/7/1998,1/1/9999,Senior Engineer,d005,Development
492896,Paraskevi,Strandh,2/8/1964,9/20/1991,1/1/9999,Engineer,d005,Development
492924,Przemyslawa,Slaats,2/28/1964,9/30/1986,1/1/9999,Technique Leader,d005,Development
492933,Xuejia,Masada,12/8/1964,8/21/1998,1/1/9999,Senior Staff,d009,Customer Service
492937,Billie,Highland,6/5/1964,11/25/1989,1/1/9999,Assistant Engineer,d005,Development
492960,Sarita,Schahn,10/7/1964,2/15/1995,1/1/9999,Senior Staff,d003,Human Resources
492971,Khalid,Plumb,8/29/1964,6/18/1985,1/1/9999,Engineer,d006,Quality Management
492973,Yuping,Demos,3/26/1964,10/21/1985,1/1/9999,Engineer,d004,Production
492974,Mats,Murtha,4/10/1964,2/15/1993,1/1/9999,Senior Staff,d009,Customer Service
492975,Nalini,Czaja,9/20/1964,11/14/1988,1/1/9999,Engineer,d004,Production
492999,Xinyu,Marzano,2/14/1964,6/20/1985,1/1/9999,Senior Staff,d008,Research
493000,Limsoon,Stifter,1/9/1964,10/25/1999,1/1/9999,Technique Leader,d004,Production
493006,Byong,Sidje,12/16/1964,7/2/1988,1/1/9999,Engineer,d004,Production
493007,Vitaly,Hemaspaandra,2/23/1964,8/9/1989,1/1/9999,Engineer,d005,Development
493024,Mahmut,Guerreiro,4/19/1964,4/8/1993,1/1/9999,Senior Staff,d007,Sales
493052,Shigeaki,Mapelli,6/15/1964,4/18/1989,1/1/9999,Assistant Engineer,d005,Development
493076,Fox,Baer,2/27/1964,6/6/2002,1/1/9999,Senior Staff,d009,Customer Service
493081,Abdelwaheb,Eldridge,2/13/1964,8/26/1998,1/1/9999,Staff,d007,Sales
493083,Mohammad,Whitcomb,5/30/1964,5/19/1990,1/1/9999,Senior Staff,d007,Sales
493098,Debatosh,Vanwelkenhuysen,2/14/1964,1/18/1997,1/1/9999,Engineer,d004,Production
493123,Sasan,Spinelli,1/4/1964,1/13/1991,1/1/9999,Engineer,d005,Development
493126,Toney,Percebois,9/7/1964,2/20/1989,1/1/9999,Senior Staff,d001,Marketing
493131,Akeel,Mamelak,10/27/1964,11/10/1987,1/1/9999,Senior Engineer,d004,Production
493152,Honglan,Stifter,9/2/1964,9/8/1991,1/1/9999,Engineer,d004,Production
493185,Kasturi,Barinka,7/3/1964,12/4/1991,1/1/9999,Assistant Engineer,d005,Development
493203,Pragnesh,Gien,12/12/1964,1/4/1997,1/1/9999,Senior Staff,d008,Research
493214,Snehasis,Angelopoulos,6/29/1964,8/15/1991,1/1/9999,Senior Staff,d007,Sales
493224,Jovan,Zschoche,1/23/1964,8/13/1988,1/1/9999,Senior Staff,d002,Finance
493235,Mart,Fargier,6/2/1964,3/28/1986,1/1/9999,Senior Staff,d008,Research
493245,Yoshimitsu,Bennis,8/5/1964,9/30/1996,1/1/9999,Engineer,d004,Production
493250,Kazuhide,Sichman,4/4/1964,3/25/1993,1/1/9999,Senior Staff,d007,Sales
493290,Reinhard,Eiron,9/25/1964,9/26/1996,1/1/9999,Technique Leader,d004,Production
493309,Raimond,Honiden,2/10/1964,10/5/1990,1/1/9999,Senior Staff,d007,Sales
493315,Shaunak,Thebaut,3/5/1964,9/12/1991,1/1/9999,Engineer,d004,Production
493319,Zhiwei,Takanami,10/16/1964,7/14/1988,1/1/9999,Engineer,d005,Development
493333,Owen,Suppi,7/21/1964,1/7/1997,1/1/9999,Staff,d007,Sales
493345,Marsha,Dayang,4/30/1964,11/13/1990,1/1/9999,Senior Staff,d009,Customer Service
493374,Ymte,Rosiles,8/13/1964,8/17/1989,1/1/9999,Senior Staff,d008,Research
493398,Arif,Malinowski,7/5/1964,2/7/1985,1/1/9999,Senior Staff,d002,Finance
493399,Zhilian,Peris,8/28/1964,1/16/1995,1/1/9999,Senior Staff,d007,Sales
493416,Marco,Kopetz,4/26/1964,8/12/1986,1/1/9999,Engineer,d006,Quality Management
493443,Sedat,Sabnani,7/27/1964,1/21/1990,1/1/9999,Senior Engineer,d004,Production
493457,Maren,Jenevein,5/18/1964,2/8/1991,1/1/9999,Senior Staff,d003,Human Resources
493469,Sverrir,Verspoor,3/5/1964,2/19/1988,1/1/9999,Senior Engineer,d005,Development
493500,Sastry,Choobineh,3/7/1964,7/31/1993,1/1/9999,Senior Staff,d003,Human Resources
493512,Mingsen,Wursthorn,7/9/1964,6/11/1986,1/1/9999,Senior Engineer,d005,Development
493517,Mayuri,Portugali,1/13/1964,6/29/1989,1/1/9999,Senior Engineer,d004,Production
493520,Yongmao,Sambasivam,3/27/1964,5/28/2001,1/1/9999,Staff,d001,Marketing
493544,Zhonghua,Felder,7/21/1964,5/11/1991,1/1/9999,Senior Engineer,d006,Quality Management
493552,Radhia,Zuberek,12/21/1964,4/1/1995,1/1/9999,Engineer,d005,Development
493580,Xiaoshan,Luby,3/20/1964,11/7/1996,1/1/9999,Engineer,d005,Development
493600,Keung,Heusch,1/26/1964,6/1/1986,1/1/9999,Senior Staff,d001,Marketing
493602,Marsal,Zhang,7/22/1964,11/25/1989,1/1/9999,Senior Staff,d008,Research
493625,Mani,Merli,7/17/1964,5/22/1993,1/1/9999,Senior Staff,d001,Marketing
493645,Adel,Diderrich,2/15/1964,2/12/1992,1/1/9999,Engineer,d006,Quality Management
493657,Babette,Belinskaya,1/19/1964,9/13/1990,1/1/9999,Senior Staff,d009,Customer Service
493684,Mohammad,Gammage,2/9/1964,7/22/1985,1/1/9999,Senior Staff,d007,Sales
493686,Anestis,Basart,4/26/1964,11/13/1998,1/1/9999,Engineer,d006,Quality Management
493699,Dmitry,Masaki,5/2/1964,9/19/1990,1/1/9999,Engineer,d005,Development
493704,Changho,Schlegelmilch,6/27/1964,7/12/1997,1/1/9999,Engineer,d004,Production
493718,Zeljko,Versino,10/28/1964,10/30/1995,1/1/9999,Staff,d003,Human Resources
493737,Boalin,Linares,4/8/1964,6/29/1999,1/1/9999,Staff,d002,Finance
493750,Genki,Wrigley,9/9/1964,10/30/1992,1/1/9999,Senior Staff,d007,Sales
493755,Shaowei,Wossner,4/8/1964,7/31/1993,1/1/9999,Senior Staff,d007,Sales
493769,Atreye,Billingsley,9/16/1964,5/23/2002,1/1/9999,Engineer,d004,Production
493774,Uno,Zambonelli,9/21/1964,9/12/1998,1/1/9999,Staff,d001,Marketing
493776,Mari,Gerteisen,1/22/1964,1/23/1988,1/1/9999,Engineer,d005,Development
493802,Aamer,Terwilliger,9/18/1964,3/19/1987,1/1/9999,Engineer,d004,Production
493814,Dante,Bain,11/14/1964,4/21/1988,1/1/9999,Senior Staff,d001,Marketing
493817,Giao,Vidya,3/15/1964,11/23/1998,1/1/9999,Staff,d007,Sales
493838,Boutros,Rebaine,3/2/1964,3/8/1999,1/1/9999,Senior Engineer,d004,Production
493858,Teruyuki,Luff,4/8/1964,1/25/2000,1/1/9999,Technique Leader,d004,Production
493879,Duangkaew,Anick,5/8/1964,11/4/1998,1/1/9999,Technique Leader,d006,Quality Management
493908,Baziley,Sevcikova,3/1/1964,12/21/1992,1/1/9999,Senior Staff,d003,Human Resources
493919,Geraldo,Erol,6/14/1964,7/9/1987,1/1/9999,Engineer,d005,Development
493935,Tetsushi,Wielonsky,12/13/1964,9/12/1994,1/1/9999,Engineer,d004,Production
493951,Vugranam,Sidje,2/21/1964,10/19/1992,1/1/9999,Senior Staff,d007,Sales
493954,Luisa,Puppe,4/2/1964,4/2/1993,1/1/9999,Engineer,d004,Production
493964,Moheb,Couchot,10/27/1964,8/12/1991,1/1/9999,Senior Staff,d008,Research
493969,Charlene,Landherr,3/28/1964,10/19/1999,1/1/9999,Assistant Engineer,d005,Development
493995,Fumiyo,Taubman,3/25/1964,5/3/1987,1/1/9999,Technique Leader,d005,Development
494001,Zhiwei,Escriba,4/27/1964,2/28/1985,1/1/9999,Senior Staff,d007,Sales
494021,Munenori,Merey,11/27/1964,11/25/1990,1/1/9999,Engineer,d004,Production
494031,Golgen,Zhiwei,12/13/1964,6/9/1990,1/1/9999,Engineer,d006,Quality Management
494048,Sachin,Decleir,6/25/1964,1/7/1994,1/1/9999,Engineer,d005,Development
494052,Kwangsub,Versino,8/22/1964,5/26/1994,1/1/9999,Senior Staff,d002,Finance
494124,Wojceich,Setia,11/16/1964,9/2/1995,1/1/9999,Engineer,d005,Development
494126,Berna,Angelov,12/17/1964,10/30/1998,1/1/9999,Staff,d001,Marketing
494145,Kwangsub,Erie,2/15/1964,3/16/1995,1/1/9999,Senior Staff,d003,Human Resources
494165,Jianhao,Luck,7/10/1964,4/25/2001,1/1/9999,Engineer,d008,Research
494184,Doohun,Morrey,8/17/1964,11/24/1986,1/1/9999,Engineer,d009,Customer Service
494208,Marko,Camarinopoulos,8/31/1964,6/30/1986,1/1/9999,Assistant Engineer,d004,Production
494269,Zongyan,Diderrich,2/20/1964,8/10/1985,1/1/9999,Senior Staff,d009,Customer Service
494279,Dipayan,Selvestrel,7/15/1964,11/25/1997,1/1/9999,Staff,d007,Sales
494280,Yechezkel,Perry,11/22/1964,2/18/1988,1/1/9999,Senior Engineer,d005,Development
494289,Sadok,Marrakchi,11/24/1964,10/4/1990,1/1/9999,Engineer,d004,Production
494310,Khoa,Luft,2/28/1964,11/19/1997,1/1/9999,Engineer,d006,Quality Management
494359,Chanjung,Beidas,5/29/1964,11/6/1997,1/1/9999,Engineer,d004,Production
494376,Luigi,Marquardt,12/22/1964,1/11/1996,1/1/9999,Senior Engineer,d004,Production
494382,Pragnesh,Ernst,9/28/1964,1/9/2000,1/1/9999,Engineer,d006,Quality Management
494390,Cheong,Delaune,12/19/1964,10/10/1999,1/1/9999,Engineer,d006,Quality Management
494405,Angus,Syrotiuk,12/1/1964,5/28/1992,1/1/9999,Senior Staff,d007,Sales
494434,Make,Tomescu,11/26/1964,2/2/1996,1/1/9999,Engineer,d006,Quality Management
494444,Mabo,Peot,10/29/1964,10/25/1989,1/1/9999,Senior Engineer,d004,Production
494448,Danae,Baja,3/2/1964,8/12/1986,1/1/9999,Senior Staff,d008,Research
494471,Bouchung,Merlo,9/10/1964,9/8/1994,1/1/9999,Staff,d001,Marketing
494518,Peternela,Mondadori,7/10/1964,2/24/1993,1/1/9999,Engineer,d005,Development
494582,Francoise,Christianini,7/14/1964,1/2/1996,1/1/9999,Technique Leader,d005,Development
494605,Basim,Kohling,1/28/1964,8/5/1997,1/1/9999,Staff,d007,Sales
494655,Adin,Roisin,7/13/1964,3/18/1996,1/1/9999,Technique Leader,d005,Development
494658,Jamaludin,Soicher,9/25/1964,8/15/1997,1/1/9999,Engineer,d005,Development
494709,Adel,Axelband,5/23/1964,9/12/1994,1/1/9999,Engineer,d005,Development
494717,Reinhard,Eiter,2/17/1964,12/4/1991,1/1/9999,Technique Leader,d004,Production
494733,Udi,Suppi,11/9/1964,9/1/1990,1/1/9999,Senior Staff,d007,Sales
494739,Gift,Keustermans,5/11/1964,6/8/1995,1/1/9999,Engineer,d004,Production
494740,Luisa,Glowinski,3/29/1964,3/22/1997,1/1/9999,Senior Staff,d007,Sales
494746,Yaghout,Thiran,6/16/1964,4/16/1988,1/1/9999,Engineer,d004,Production
494758,Tzu,Kossowski,3/16/1964,7/25/1993,1/1/9999,Senior Staff,d008,Research
494840,Masaki,Lueh,8/2/1964,12/5/1993,1/1/9999,Engineer,d005,Development
494848,Heeju,Melton,7/21/1964,11/13/1988,1/1/9999,Senior Staff,d002,Finance
494880,Percy,Bouloucos,10/16/1964,7/4/1989,1/1/9999,Senior Staff,d009,Customer Service
494888,Samphel,Dahlbom,10/12/1964,12/11/1995,1/1/9999,Staff,d008,Research
494889,Sanjeeva,Matzen,9/3/1964,9/22/1993,1/1/9999,Senior Engineer,d006,Quality Management
494896,Ibibia,Koyama,7/30/1964,8/28/1986,1/1/9999,Senior Staff,d007,Sales
494920,Limsoon,Kalorkoti,1/3/1964,10/6/1994,1/1/9999,Senior Staff,d009,Customer Service
494921,Odysseas,Slobodova,2/15/1964,3/2/1995,1/1/9999,Senior Staff,d007,Sales
494932,Djelloul,Slutz,8/15/1964,12/20/1985,1/1/9999,Senior Staff,d009,Customer Service
494937,Adam,Choobineh,8/22/1964,9/3/1987,1/1/9999,Technique Leader,d004,Production
494955,Rosella,Nitta,4/7/1964,12/4/1991,1/1/9999,Senior Staff,d007,Sales
494968,Hiroyasu,Einsfeld,5/6/1964,1/8/1998,1/1/9999,Engineer,d005,Development
